timestamp,value,score,year,month,day,hour,minute
2021-01-08 17:06:15,8.79,1.5002941638,2021,1,8,17,6
2021-01-08 17:09:15,8.78,1.5030396351,2021,1,8,17,9
2021-01-08 17:12:15,8.81,1.4821418038,2021,1,8,17,12
2021-01-08 17:15:16,8.82,1.4816803276,2021,1,8,17,15
2021-01-08 17:18:15,8.8,1.4646383493,2021,1,8,17,18
2021-01-08 17:21:16,8.83,1.4588760382,2021,1,8,17,21
2021-01-08 17:24:15,8.83,1.458187295,2021,1,8,17,24
2021-01-08 17:27:16,8.89,1.4489223891,2021,1,8,17,27
2021-01-08 17:30:15,8.88,1.4475580672,2021,1,8,17,30
2021-01-08 17:33:15,8.91,1.442963519,2021,1,8,17,33
2021-01-08 17:36:15,8.93,1.425337132,2021,1,8,17,36
2021-01-08 17:39:15,9.0,1.4183472209,2021,1,8,17,39
2021-01-08 17:42:16,9.02,1.4141909562,2021,1,8,17,42
2021-01-08 17:45:15,9.06,1.4098266253,2021,1,8,17,45
2021-01-08 17:48:16,9.03,1.4099742844,2021,1,8,17,48
2021-01-08 17:51:15,9.04,1.4057315795,2021,1,8,17,51
2021-01-08 17:54:16,9.07,1.4052212113,2021,1,8,17,54
2021-01-08 17:57:16,9.08,1.4161705562,2021,1,8,17,57
2021-01-08 18:00:15,9.09,1.4146685446,2021,1,8,18,0
2021-01-08 18:03:16,9.13,1.4184617269,2021,1,8,18,3
2021-01-08 18:06:15,9.18,1.4194155725,2021,1,8,18,6
2021-01-08 18:09:16,9.24,1.4370516026,2021,1,8,18,9
2021-01-08 18:12:15,9.27,1.4200332741,2021,1,8,18,12
2021-01-08 18:15:15,9.27,1.4180899817,2021,1,8,18,15
2021-01-08 18:18:16,9.28,1.4172680615,2021,1,8,18,18
2021-01-08 18:21:15,9.27,1.4044952281,2021,1,8,18,21
2021-01-08 18:24:15,9.29,1.3980769034,2021,1,8,18,24
2021-01-08 18:27:15,9.33,1.410764912,2021,1,8,18,27
2021-01-08 18:30:16,9.35,1.3892159555,2021,1,8,18,30
2021-01-08 18:33:15,9.33,1.3893351779,2021,1,8,18,33
2021-01-08 18:36:16,9.34,1.3890958659,2021,1,8,18,36
2021-01-08 18:39:15,9.42,1.3872172642,2021,1,8,18,39
2021-01-08 18:42:16,9.33,1.3879190671,2021,1,8,18,42
2021-01-08 18:45:15,9.27,1.3866453411,2021,1,8,18,45
2021-01-08 18:48:16,9.25,1.3831940801,2021,1,8,18,48
2021-01-08 18:51:15,9.24,1.3769881757,2021,1,8,18,51
2021-01-08 18:54:16,9.24,1.3796277778,2021,1,8,18,54
2021-01-08 18:57:15,9.21,1.3782796262,2021,1,8,18,57
2021-01-08 19:00:16,9.16,1.3577289461,2021,1,8,19,0
2021-01-08 19:03:15,9.25,1.3567656093,2021,1,8,19,3
2021-01-08 19:06:16,9.31,1.3660956305,2021,1,8,19,6
2021-01-08 19:09:15,9.32,1.3666279265,2021,1,8,19,9
2021-01-08 19:12:16,9.33,1.3667908453,2021,1,8,19,12
2021-01-08 19:15:15,9.35,1.3799616617,2021,1,8,19,15
2021-01-08 19:18:15,9.4,1.3770252321,2021,1,8,19,18
2021-01-08 19:21:15,9.38,1.3771575347,2021,1,8,19,21
2021-01-08 19:24:15,9.47,1.3727802327,2021,1,8,19,24
2021-01-08 19:27:15,9.46,1.3721093782,2021,1,8,19,27
2021-01-08 19:30:16,9.44,1.3860649646,2021,1,8,19,30
2021-01-08 19:33:15,9.49,1.3888873339,2021,1,8,19,33
2021-01-08 19:36:16,9.49,1.3886145098,2021,1,8,19,36
2021-01-08 19:39:15,9.49,1.3955984373,2021,1,8,19,39
2021-01-08 19:42:16,9.53,1.3858045616,2021,1,8,19,42
2021-01-08 19:45:15,9.55,1.3874183578,2021,1,8,19,45
2021-01-08 19:48:16,9.57,1.3816500536,2021,1,8,19,48
2021-01-08 19:51:15,9.45,1.3817812912,2021,1,8,19,51
2021-01-08 19:54:16,9.43,1.3817482413,2021,1,8,19,54
2021-01-08 19:57:15,9.39,1.3785990468,2021,1,8,19,57
2021-01-08 20:00:16,9.43,1.3784437824,2021,1,8,20,0
2021-01-08 20:03:15,9.31,1.3774153317,2021,1,8,20,3
